,닉네임,댓글,날짜
222,ㅇㅇㅇ(211.195),디시보면서 운건처음이다 최고다,2017.06.12 16:31:43
223,Leo(106.102),교호ㅣ다니는 사람보다 내가 서ㅇ겨ㅇ더 잘알듯~ ㅎㅅㅎ,2017.06.12 16:38:16
224,쟘만보 ,,2017.06.12 16:45:15
225,ㅇㅇ(116.120),씹띵작 고맙다...,2017.06.12 16:52:14
226,촉수물 좋아합니다(121.187),그래서 다람이랑 했음?  - dc App,2017.06.12 16:52:29
227,ㅇㅇ(218.49),이거 왜 초록색 안됨 시발;,2017.06.12 17:01:32
228,ㅇㅇ(218.49),다람이 말투까지 고증한 띵작인데,2017.06.12 17:01:53
229,dd(121.187),띵작,2017.06.12 17:07:43
230,사과김밥 ,얜 스폰지밥 정말 좋아했나보다.. 스폰지밥에 나오는 설정들 다 끌어모아서 압축시킨느낌임 너무 좋았다,2017.06.12 17:20:25
231,ㅇㅇ(116.127),스펀지추 마지막에 울었다 씨발...,2017.06.12 17:47:24
232,팔백미리 ,진짜 예전 에피소드에 나온거 잘 집어넣었네,2017.06.12 18:03:11
233,ㅇㅇ(49.142),덧글 처음 남겨보는데 너무 잘봤습니다ㅠㅠㅠㅠㅠㅠㅠ,2017.06.12 18:12:56
234,동작구 ,정주행 완료,2017.06.12 18:33:07
235,쓰레기통 ,ㅍㅍ  - dc App,2017.06.12 18:34:57
236,쓰레기통 ,천댓@@@  - dc App,2017.06.12 18:35:01
237,쓰레기통 ,1001  - dc App,2017.06.12 18:35:10
238,쓰레기통 ,,2017.06.12 20:03:57
239,라치 ,,2017.06.12 20:14:50
240,라치 ,역사가 이거슬 존나 높게평가  - 고양이를 키웁시다,2017.06.12 20:18:45
241,ㅇㅇ(222.117),ㅠㅠ 다보고 펑펑우럭따 ㅠㅠㅠㅠㅠㅠ,2017.06.12 20:49:30
242,ㅇㅇ(112.163),아니 존나 감동인데 노무현 디시콘 보니까 감동 깨자너ㅠㅠㅠ,2017.06.12 21:13:50
243,ㅇㅇ(112.184),됬이아니라 됐 ㅄ아,2017.06.12 22:16:56
244,ㅇㅇ(175.223),울었다,2017.06.12 22:56:36
245,Thyer6837 ,짝짝,2017.06.12 23:10:16
246,DEADPOOL ,10,2017.06.12 23:16:34
247,ㄹㅇㅇ(220.73),ㅇ  - dc App,2017.06.12 23:28:02
248,RKº ,3,2017.06.12 23:33:23
249,ㅇㅇ ,,2017.06.13 00:41:38
250,ㅇㅇ ,,2017.06.13 00:41:49
251,ㅇㅇ(125.186),오늘치 ㅊㅊ은 고닉추로 박았읍니다,2017.06.13 00:57:29
252,Retions ,전미가 울었다,2017.06.13 01:30:56
253,네크레기 ,개추를 안줄수가없다   - dc App,2017.06.13 01:44:59
254,ㅇㅇ(114.199),10번봐도 띵작이다,2017.06.13 04:25:13
255,맙소사(211.48),모르는 사람이 봐도 재밌지만 아는 사람이 보면 더 재밌는 패러디 만화인 것 같습니다 탄탄한 스토리에 구석구석 디테일함까지... 작가님께서 얼마나 신경쓰셨는지 알겠습니다 근래 보기드믄 수작이라 새벽에 시간가는줄 모르고 정주행했습니다 앞으로 좋은 작품으로 만날 수 있었으면 좋겠네요 정말 잘봤습니다,2017.06.13 05:53:53
256,ㅇㅇ(110.70),ㄱ  - dc App,2017.06.13 08:19:19
257,ㅇㅇ(190.130),작가님 정말 너무 잘 읽었습니다,2017.06.13 08:36:52
258,ㅇㅇ(1.238),결말 좆이다 해석안댄단 넘들은 뇌가 생각을 못하는거냐,2017.06.13 09:29:55
259,ㅇㅇ(59.9),책으로내줘 진짜 너무 재밌게 잘읽었다.. 어렸을때 스폰지밥 존나챙겨봤는데 울면서봤다,2017.06.13 13:10:22
260,ㅇㅇ(210.221),2000추 내가 보냈다 ㅎ,2017.06.13 16:29:25
261,ㅌ(124.199),미스미소우 같음,2017.06.13 17:58:40
262,드웨인웨이드3 ,어릴때 스폰지밥 보려고 대기탈때마다 존나 긴 광고해서 빡쳤던 기억이나네,2017.06.13 21:28:49
263,우칫치응디킁카 ,보면서 울컥했다진짜  ㄷㄷ,2017.06.13 21:54:28
264,호오나이스 ,,2017.06.13 22:28:23
265,호오나이스 ,,2017.06.13 22:28:29
266,Maska ,광광,2017.06.13 22:50:35
267,ㅇㅇ(223.39),내 세상이다!!,2017.06.14 00:39:17
268,ㅇㅇ ,씹 개띵작,2017.06.14 01:25:13
269,wwww(211.213),초반부는 그냥 스폰지밥 패러디인 줄 알았는데 보면 볼수록 후덜덜한 스토리텔링과 연출력에 진짜 순식간에 몰입해서 봤다. 스폰지밥 어린 시절부터 봐서 왠만한 건 다 기억하는데 깨알 고증들 스토리 속에 잘 녹여내린 것 보고 레알 감탄했음. ㅠㅠ 간만에 카연갤 띵작 봤다. ㅠㅠ 시발 옛날 스폰지밥 정주행 해야지.,2017.06.14 02:06:37
270,ㅇㅇ(110.45),ㅋㅋㅋㅋ 개재밌다...,2017.06.14 05:11:01
271,ㅇㅇ(211.206),순디야 꽃길만 걷자,2017.06.14 05:17:01
272,ㅇㅇ(121.124),띵작...,2017.06.14 08:35:41
273,ㅇㅇ(116.127),우럭다..,2017.06.14 11:58:48
274,시아 ,이당힛...,2017.06.14 13:14:28
275,ㅂ(112.152),우럭다,2017.06.14 14:01:19
276,ㅇㅇ(103.50),스펀지밥 즐겨봤었는데 저기 나온 설정들 다 기억나고 ㅋㅋㅋ 진짜 명작이다 스토리텔링도 좋고 구도나 연출 그냥 뭐하나 흠 잡을곳이 없네 어릴적 보던 작품이라 더 비판적인 시각으로 볼 수도 있었는데 워낙 잘 만들어서 대단하다는 말 밖에는.. 한번 읽기 시작하면 끝까지 보게되는 흡입력있는 만화였어 잘 그렸음,2017.06.14 14:23:28
277,파체리 ,,2017.06.14 15:42:11
278,ㅇㅇ(117.111),ㅠㅠ,2017.06.14 16:32:31
279,tl(211.114),시즌3까지 했던 감독한테 누가 번역좀해서 이메일쏴줘라 갓김치외치면서 눈물을 머금을거다,2017.06.14 17:19:21
280,사타니키아 ,와 씨발 5번 정주행했다,2017.06.14 19:01:42
281,사타니키아 ,충성충성충성,2017.06.14 19:01:50
282,ㅇㅇ(124.197),와 진짜 댓글을 안 달수가 없다ㅋㅋㅋㅋㅋ 진짜 띵작이다 작가해라 진짜 ㄷㄷ,2017.06.14 20:35:47
283,씨노트 ,다필요없다 그냥 책내라  - dc App,2017.06.14 20:51:30
284,ㅇㅈ(175.223),출판사는 뭐하냐 얘안대려가고 개띵작이다ㅠㅠ,2017.06.14 21:06:49
285,ㅇㅈ(175.223),"제작사한테 허락받은 다음에 크라우드 펀딩해서 단행본 내면 안돼냐? 이런 수작을 공짜로 본게 너무 미안하다. 책으로 소장하고 싶음. 아니, 제발 단행본 내주세요 시발러마ㅠㅜ",2017.06.14 21:09:59
286,우치 ,,2017.06.14 22:20:25
287,ㅇㅇ(211.184),형 진짜 어릴 때 처음 스폰지밥 보던 기분으로 잘봤어오랜만에 여운이 남아서 진짜 좋아서 소장이라도 하고싶은 기분이야,2017.06.14 22:30:06
288,LEVI ,작품이 띵작인건 너무 많이 말하니까 안말해도 되고 힛갤 댓글창이 이렇게 깨끗한건 처음이다,2017.06.14 22:34:03
289,dd(61.74),캬 초딩때 본 스폰지밥 추억팔이랑 겹치면서 정말 몰입해서 잘봤다 ㅆㅅㅌㅊ,2017.06.15 00:13:23
290,오늘의유동 ,,2017.06.15 00:53:13
291,dd(119.192),이런 만화 그려줘서 고맙다,2017.06.15 02:59:58
292,ㅇㅇ(182.226),ㅇ욍  - dc App,2017.06.15 07:41:34
293,흙(223.62),,2017.06.15 08:48:54
294,띵작(61.253),진짜 리즈시절때만 패러디해놨네 아 스폰지밥 마지막죽을때 진짜 펑펑울었다 디시만화보면서 소름돋은적은있어도 울었던적은없는데 고맙다 ㅠㅠ,2017.06.15 09:32:30
295,베츠니ё ,드디어 완결났구나  - dc App,2017.06.15 12:02:29
296,베츠니ё ,보러가야지  - dc App,2017.06.15 12:02:39
297,베츠니ё ,킹갓엠퍼러제너럴충무공개띵작  - dc App,2017.06.15 13:24:02
298,진짜고맙다(124.58),ㅜ,2017.06.15 14:54:16
299,진짜고맙다(124.58),ㅜㅜㅜ ㄹㅇ 띵작이다..,2017.06.15 14:54:26
100,@@(223.62),엔딩까지 갓ㅡ벽 하다....마지막 대사 ㄹㅇ 좆간지,2017.06.15 19:15:50
101,ㅇㅇ ,,2017.06.15 22:19:24
102,ㅇㅇ(59.13),이건 ㄹㅇ 길이남을 명작이다,2017.06.15 23:11:47
103,스티븐시걸 ,이거 누가 번역해서 레딧에 올려줘‥ 이런걸 우리만 볼 수는 없다  - dc App,2017.06.16 00:24:02
104,ㅇㅇ(221.148),양영순 개쳐발렷내 이넘이 이겻다,2017.06.16 00:25:29
105,윾(14.39),시발 존나 잘봤다 ㅠㅠㅠㅠ 예전에 개잼있게 봤던 것들 추억도 일어나고 시발 진짜 개씹띵작이다 이건 존나 사랑한다 시바류ㅠㅠㅠㅠ,2017.06.16 00:55:16
106,ㅇㅇ(1.253),단행본내줘좀제발 ㅠㅜ,2017.06.16 00:56:17
107,쓰레기통 ,나무야미안해 이거 책으로내면 바로산다 ㄹㅇ  - dc App,2017.06.16 02:09:39
108,ㅇㅇ(175.215),아니 무슨 이런 개띵작이,2017.06.16 02:44:33
109,ㅇㅇ(221.154),감동 그 자체,2017.06.16 14:19:43
110,AIrRIce(218.152),레딧보낼 준비하고있는데 1화한번 보내보고 반응볼까,2017.06.16 16:52:17
111,야자와루나 ,,2017.06.16 17:25:08
112,ㅇㅇ(218.55),존나 기네,2017.06.16 18:41:45
113,야자와루나 ,,2017.06.16 19:26:36
114,ㅇㅇ(218.55),절대 다음화를 누르지 마라 다 볼 때까지 못 일어난다. 작가 아직 어린 것같은데 진짜 이런 스토리를 생각해낼정도면 감히 말하자면 크게 될 것같음 열심히해라 응원한다,2017.06.16 19:43:29
115,민까 ,다보고나서 킬러분식 본 기분이었다. 근데 그거보다 더 재밌드라.  - dc App,2017.06.16 21:31:35
116,ㅇㅇ(112.184),씹상타칠 상 ㅠㅠㅠ,2017.06.17 00:03:46
117,ㅇㅇ(112.214),이거 때문에 시즌3까지 받음,2017.06.17 04:18:39
118,미춋나방 ,,2017.06.17 11:00:33
119,ㅇㅇㅇㅇ(219.255),인생은 플랑크톤처럼,2017.06.17 20:25:47
120,뉴벤투스 ,ㅇㅈ,2017.06.18 06:04:13
121,ㅇㅇ(39.7),ㅇ,2017.06.18 12:26:14
122,ㅇㅇ(175.223),우렀다,2017.06.18 12:29:57
123,ㅇㅇ(39.7),ㅇ,2017.06.18 12:30:51
124,IronSoup ,,2017.06.18 12:58:43
125,ㅇㅇ(39.7),ㅇ,2017.06.18 13:15:05
126,얼찌푸머박 ,68,2017.06.18 20:22:19
127,ㅁㄴㅇㄹ(119.192),역사가 대단히 이것을 높이 평가,2017.06.19 09:18:27
128,물붐은온다 ,ㅠㅠ,2017.06.19 11:21:26
129,트라이엘 ,,2017.06.19 11:35:02
130,ㅇㅇ(115.136),진짜로 단행본 내줘라. 소장하면서 보고 싶을정도임.,2017.06.20 01:06:44
131,코망 ,책으로내주면 안되냐? 꼭산다,2017.06.20 02:39:47
132,959 ,와 씨발 캐피탈리즘 호 다음으로 개충격먹네 ㄷㄷ,2017.06.20 12:48:19
133,Selq ,68,2017.06.20 16:19:04
134,ㅇㅇ(119.192),천  - dc App,2017.06.20 17:37:23
135,ㅇㅇ(119.192),백  - dc App,2017.06.20 17:37:26
136,ㅇㅇ(119.192),개  - dc App,2017.06.20 17:37:29
137,ㅇㅇ(203.128),광광우럭따,2017.06.20 20:40:41
138,ㅇㅇ(122.34),스토리텔링 돌았네 씨발;; 좆본애니 각본가 싹다 빠따쳐도 될 레벨이다 이건,2017.06.20 23:10:58
139,ㅇㅇ(221.148),스폰지밥이 죽은 줄 알고 다람이가 엉엉우는데 갑자기 ppap추면서 스폰지밥이 나오는거임 ㅋㅋㅋ 알고보니 개꿀잼몰카였던거임 ㅋㅋㅋㅋ,2017.06.21 00:50:46
140,좌지보쥐우왕 ,8,2017.06.21 07:40:50
141,ㅇㅅaㅇ(211.182),병맛인줄 알았는데 감동물이네,2017.06.21 11:23:07
142,요리도리미도리뽀이 ,책으로 내주라 넌 디씨라는 고인물에서 놀 작가가 아니다 ....,2017.06.21 14:27:21
143,ㅇ(39.112),레딧에 번역해서 올린 놈 없냐,2017.06.22 02:24:38
144,흉노게이 ,앵간하면 댓글안다는데 재밋게봣다,2017.06.22 22:45:15
145,FELTNA ,,2017.06.23 15:05:47
146,FELTNA ,,2017.06.23 15:05:57
147,ㅇㅇ(14.53),심술쟁이 투성이인 디씨 힛갤에서 댓글 클ㅡㅡ린한거보소ㄷㄷ,2017.06.23 17:40:39
148,ㅇㅇ(1.221),야 사랑한다,2017.06.23 20:55:44
149,낭아풍풍권 ,오졌따 시바,2017.06.23 21:21:18
150,ㅁ(59.0),미쳤다 고맙다 작가놈아,2017.06.24 22:08:43
151,ㅇㅇ(220.81),크  - dc App,2017.06.25 04:40:47
152,빅-고글맨 ,,2017.06.25 22:05:29
153,ㅇㅇ(49.170),광광 우럭따..,2017.06.26 18:45:00
154,ㅇㅇ ,ㄹㅇ 씹띵작,2017.06.27 05:22:44
155,ㅇㅇ(175.211),현미언니 초상권은 지불했냐,2017.06.27 15:25:50
156,ㅇㅇ(121.183),진짜 책으로다 소장하고싶다,2017.06.28 12:02:12
157,ㅇㅇ(39.119),ㅆㅅㅌㅊ 시간가는줄 모르고 읽었다,2017.07.01 23:40:57
158,그린벨트 ,진짜 존나잘봤습니다 개쩔었다  - MerHan,2017.07.02 01:12:31
159,ㅇㅇ(59.0),"다시 보는데 진짜 우주명작이다.내가 스폰지밥 빠돌이라는거 건너뛰고 봐도 인터넷 돌아다니면서 봤던 작품들중에 연출,오마주,몰입도 다 최상급임 저작권때문에 책으로 출판은 못하는게 안타깝다 순디야 구라 안까고 왠만한 상위포탈 웹툰보다 니께 더 ㅅㅌㅊ다 조만간 보자 니 팬이다.",2017.07.02 13:37:57
160,히박꼼 ,ㅁㅊㄷㅁㅊㅇ,2017.07.04 17:13:06
161,EscAlul ,애미씨발진짜 갓띵작ㅇㅈ또ㅇㅈ,2017.07.06 01:29:02
162,dd(121.152),욕할 타선이 없다 ㅠㅠ,2017.07.06 18:48:27
163,ㅇㅇ(61.254),개꿀잼,2017.07.09 20:46:02
164,장채원 ,,2017.07.10 15:32:41
165,ㅇㅇ ,흑흑 존나 잘봣어  - dc App,2017.07.10 22:23:39
166,ㅇㅇ(211.174),음.......좋은건 공유해야지요......안그런가 --> yasi24.kr,2017.07.11 19:30:41
167,ㅇㅇ(211.57),진짜 스펀지밥 관련 2차 창작물 중에는 원탑인 거 같다 감독이 봤으면 좋겠다야,2017.07.14 15:57:21
168,ㅇㅇ(182.230),갓띵작,2017.07.14 18:03:23
169,ㅇ(211.188),좀......좋은거니깐 알아들 둬라~ www.yasi24.net,2017.07.17 16:23:32
170,예리미부웁 ,.  - dc App,2017.07.18 15:13:02
171,Dd ,하 ㅅㅂ 다시봐도 갓띵작 ㅠㅠㅠㅠ  - dc App,2017.07.20 04:27:28
172,Dd ,뽕맞고 역주행타지말고 흥해라 ㅠㅠㅠㅠ  - dc App,2017.07.20 04:27:46
173,ds(221.155),지렸다...,2017.07.21 20:10:12
174,유동갓동(124.46),와....띵작이다,2017.07.25 03:49:26
175,무뇌 ,6화 잘린거같은데  - dc App,2017.07.25 22:49:28
176,ㅅㅅㅅ(49.172),6화 나만 안보이나?,2017.07.26 01:56:58
177,ㅇㅇ(223.62),.  - dc App,2017.07.27 08:09:31
178,Gopack. ,띵작.  - dc App,2017.07.28 12:30:06
179,ㅇㅇ(182.221),한편도 쉬어갈편이없네.. 존나 멋잇다..,2017.07.30 02:52:50
180,mcv135(49.171),ㄷㄷㄷㄷㄷ시간나는놈 번역해서 수출해라,2017.07.31 19:53:24
181,mcv135(49.171),,2017.07.31 19:53:40
182,bess ,5,2017.08.12 18:07:42
183,파이미 ,5  - dc App,2017.08.13 19:51:15
184,ㅇㅇ(59.16),팡팡 울었다.....,2017.08.16 22:23:23
185,ㅇㅇ(61.102),"진짜 레전드다,,, 옛날부터 수많은 카연갤 레전드 만화 중에서도 최고다",2017.08.18 00:22:51
186,이메님 ,ㅋ  - dc App,2017.08.18 23:33:19
187,ㅇㅇ(122.34),딱 좋다!  - dc App,2017.08.19 07:54:34
188,해미찡 ,스폰지밥 새드스토리 보는 거 같음  - dc App,2017.08.21 16:03:37
189,ㅂㅂㅂ(49.172),이런 만화 그려줘서 고맙습니다.,2017.08.21 23:56:56
190,ㅇ(118.36),좆같은 포털사이트웹툰들보다 이게 훨배 졸꿀잼임 ㄹㅇㄹㅇ,2017.08.27 00:48:35
191,112377 ,너 진짜 작가해라 재능을 실컷 써라 웹툰판 갈아엎어라,2017.09.07 20:59:39
192,갓작인정(210.218),,2017.09.24 11:28:18
193,갓작인정(210.218),"잘봤습니다., 정말 최고네요",2017.09.24 11:28:22
194,순디디(210.218),순디 누군가 했더니 웃대에 순대디파일러 ;;; ㄷㄷㄷ; 전혀 생각도 못했네 진짜 대단하다,2017.09.24 11:56:22
195,ㅇㅇ(121.144),스펀지밥 배경에 씬시티 세계관 덮어씌운거구만,2017.10.02 15:05:39
196,ㅇㅇ(39.121),"스펀지밥을 좋아했던 사람으로서 너무나도 감명깊게 봤다... 그림체, 원작 내용도 잘 살리고, 감동도 있어서 봐도봐도 또 보게 된다",2017.10.12 03:32:17
197,오링. ,.  - dc App,2017.10.13 22:01:52
198,새침부크 ,띵작  - dc App,2017.10.13 22:17:32
199,인생막장참치씨 ,시바 내 시간 어디갔냐  - dc App,2017.10.25 02:06:15
0,ㅇㅇ(222.121),어릴 적 부터 정말 재밌게 봤던 스폰지밥이었는데다시금 추억  느낄 수 있게 해줘서 고맙다,2017.11.17 17:14:08
1,김수상 ,방명록,2017.11.27 21:58:41
2,김수상 ,방명록,2017.11.27 21:58:42
3,김수상 ,바방명록,2017.11.27 21:58:44
4,ㅇㅇN(116.124),핵띵작,2017.12.31 14:15:14
5,애착 ,새해첫날 잘보냇다야,2018.01.01 12:19:40
6,ㅇㅇ(1.224),ㅆㅅㅌㅊ 개띵작 잘보고 갑니다,2018.01.06 02:45:41
7,진짜ㅁㅊㄷ(211.54),나 좆초딩때 스폰지밥 존나 했는데 나는 그 중딩때인가 고딩때인가 나온 극장판 그거 한번밖에 안 봐서 내용 잘 모르는데 보고 그냥 지려버렸다. 스토리텔링 진짜 씹오진다. 내가 스폰지밥을 찾아서 검색하면서 봤음. 세상엔 진짜 재능충 씹오지게 많구나. 너는 크게 될 놈이다 백퍼,2018.01.06 14:10:02
8,오졌습니다(182.222),작가님.. 진짜 재밌게 봤습니다,2018.01.07 00:58:20
9,ㅇㅇ(125.177),와진짜 갓띵작 인정합니다 우렀다;,2018.01.08 09:16:58
10,숲향 ,정말 고맙다.,2018.01.09 18:38:43
11,댕장꿍 ,다시봐도 띵작,2018.01.10 06:57:32
12,과일장수(49.165),이런 게 만화지,2018.01.30 16:34:41
13,과일장수(49.165),진짜 아마추어 만화가 아니라 내가 여태 본 모든 만화 통틀어서 손가락 안에 든다 ㅇㅈ,2018.01.30 16:35:07
14,Scarf ,마지막 회상에서 울었어요,2018.02.08 23:17:01
15,추언히 ,ㄱㄷ  - dc App,2018.03.18 07:59:02
16,ㅇㅇ(1.225),ㅅㅂ갓작 이거번역해서보내면안됨?ㅋㅋㅋ 아존나이거왜지금알았지  - dc App,2018.04.21 01:00:31
17,ㅇㅇ(125.134),역사가 이것은 대단히 높게 평가,2018.05.24 00:00:10
18,초코맛초코바 ,,2018.06.13 23:12:38
19,noizer ,와 고증도 좋고 정말 대단합니다.,2018.06.14 00:25:43
20,ㄴㄷ(175.223),갓띵작또보러옴,2018.07.12 19:14:33
21,ㄴㄷ(175.223),그리고책으로나오면산다,2018.07.12 19:18:00
22,ㅇㅇ(61.77),최고다.,2018.07.21 07:23:04
23,dd(121.190),쩔었다. 감사합니다.,2018.07.31 15:01:23
24,오진다오져(114.205),연출력 오진다 진짜...,2018.07.31 16:15:23
25,dd(58.142),덕분에 정주행하고 지금 잔다,2018.08.08 05:56:44
26,ㅇㅇ(211.186),오랜만에 보러옴,2018.08.24 21:54:16
27,ㅅㄷ(175.223),정주행중 개존잼,2018.08.27 01:37:04
28,띵작이긴한데(61.43),비키니시티시민들 개같네.. 역시 졸렬니시티주민,2018.09.05 19:51:19
29,ㅇㅇ(219.241),힐렌버그 감독님 수고하셨습니다.  명복을 빕니다.,2018.11.28 13:42:00
30,ㅇㅇ(121.158),깨알 바다곰 바다코뿔소 진짜 다나오네 디테일ㄷ,2018.11.29 07:16:36
31,ㅇㅇ(211.59),작가 천재임 천재 김성모 이후로 시간 가는 줄 모르고 완독한 건 첨이네 ㅅㅂ,2018.11.30 10:00:49
33,총과버터(222.111),감동님 편히 쉬십시오 감사합니다,2018.12.17 20:18:19
34,스(39.7),또보고감,2019.01.01 01:22:53
35,neroz1 ,감독님 추모  - dc App,2019.01.11 13:20:25
36,ㅇㅇ(175.223),어린시절 좋은 추억을 만들어주신 힐렌버그 감독님 정말 감사합니다 좋은곳 가셔서 그곳에서도 스펀지밥 친구들과 함께이길...,2019.01.16 03:48:35
37,ㅇㅇ(1.244),스폰지밥이라는 작품을 만들어주시고 그동안 재밌는 에피소드를 만들어주셔서 정말 감사드립니다 힐렌버그 감독님...천국에 가서 스폰지밥과 같이 편히 쉬시길...,2019.02.15 03:17:13
38,ㅇㅇ(115.136),갓독님,2019.02.17 14:57:10
39,한양조씌 ,지금봤다 미안하다  - dc App,2019.02.26 00:02:42
40,ㅇㅇ(222.121),네번째 정주행이다 진짜 너무잘만들었다,2019.03.07 20:21:19
41,Embrio ,,2019.06.16 21:43:23
42,로드호그 ,개드립에서 보고왔다,2019.07.12 14:04:08
43,댕댕이3호 ,8화가 안나와,2019.07.14 08:25:25
44,ㅇㅇ(121.124),한영 번역 안하나?,2019.07.14 10:26:44
45,W.motatd(118.235),눈물나고 있다..,2019.08.11 01:24:36
46,ㅇㅇ(106.102),오랜만에 보는데 진짜 웬만한 웹툰 다 쳐바르는듯,2019.09.30 03:31:54
47,ㅇㅇ(182.216),공짜로 보는게 미안하다 진짜 개쩌네,2020.01.09 23:58:55
32,ㅇㅇ(182.216),김성모여....?,2020.01.09 23:59:23
48,⛔+ ,시발러ㅓㄴ아 내 한시간반,2020.01.10 01:53:19
49,LesKer ,잘보다간다 bb,2020.02.10 00:58:29
50,구축함 ,,2020.02.11 04:51:31
51,ㅇㅇ(124.59),이걸 이제서야 보네,2020.02.28 06:15:49
52,민종x(124.57),명작 잘봤음니다,2020.03.17 13:21:52
53,ㅇㅇ(61.98),현미 ㅋㅋㅋㅋ,2020.03.21 11:11:31
54,ㅇㅇ(125.179),정말... 현시대에 태어나 이 만화를 본게 자랑스럽다.,2020.03.30 08:54:39
55,ㅇㅇ(131.227),씨발 ㅠㅠ,2020.05.28 09:05:55
56,ㅇㅇ(59.11),와 정말 재밌게 잘 봤습니다. 좋은 만화 감사합니다,2020.06.05 02:48:52
57,ㅇㅇ(211.36),노무현운지,2020.07.26 15:29:56
58,g(39.7),,2020.08.28 14:02:54
59,g(39.7),,2020.08.28 14:03:00
60,g(39.7),,2020.08.28 14:03:08
61,ㅇㅇ(182.218),ㅇ,2020.09.07 04:03:01
62,ㅇㅇ(211.46),현미에서 뿜었네 ㅅㅂㅋㅋㅋㅋㅋ,2020.09.07 11:57:38
63,ㅇㅇ(183.104),ㅇ  - dc App,2020.09.07 13:39:53
64,ㅇㅇ(110.70),ㅇㅇ  - dc App,2020.09.07 23:32:51
65,차차 ,21년에도 보고감,2021.01.01 14:51:08
66,ㅇㅇ(49.165),진짜 개재밌게 봤다 ㄹㅇ 명작,2021.01.02 03:02:17
67,저차원 ,초반부 장면들 주작인줄 알았는데 실제 방영내용들이었노..,2021.01.05 23:11:05
68,ㅇㅇ(211.44),페북에서 퍼다 나르고있누 여기 링크 올리니까 버로 삭제때리고 차단박네,2021.01.11 21:35:32
69,ㅇㅇ(223.33),ㅇ  - dc App,2021.01.12 02:26:18
70,ㅇㅇ ,고맙다 정말로 고맙다,2021.02.24 03:24:06
71,ㅇㅇ(118.221),양키쉨들 이거 번역해서 보면 울면서 박수칠거다 ㄹㅇ,2021.02.26 03:59:20
72,ㅇㅇ(118.221),와 개쩌네 ㅅㅂ 이거 수출할 용자없냐 진짜,2021.02.26 05:02:11
73,ㅇㅇ(175.197),조회수 999350  - dc App,2021.02.26 13:35:33
74,선자세교정 ,백만뷰 달성,2021.02.27 06:09:18
75,ㅇㅇ(180.224),4  - dc App,2021.02.28 01:01:16
76,ㅇㅇ(124.216),성지순례,2021.03.20 19:26:35
77,ㅇㅇ(175.125),디시콘 보기,2021.03.29 00:57:38
78,ㅇㅇ(223.39),잘봤어요!!  - dc App,2021.04.15 01:44:32
79,onlygodg ,내 인생 최고의 명작이다,2021.06.09 01:09:41
80,ㅇㅇ(121.186),띵작,2021.08.03 08:41:49
81,ㅇㅇ(175.193),수능 보기 전에 한번 더 왔다 넌 여전히 만신이구나,2021.08.23 02:56:56
82,케이맨 ,정말 재밌게 봤습니다,2021.08.28 14:35:25
83,ㅇㅇ(221.154),잘봤습니다 감사합니다,2021.09.02 23:47:29
84,ㅇㅇ(121.168),또 보고간다,2021.10.29 20:50:33
85,ㅇㅇ(1.225),진짜 미쳤다 씨발 이런 스토리를 어떻게 짜는거냐 너무 재밌게 봤다 그려줘서 고맙다,2021.12.17 14:26:49
86,ㅇㅇ(218.233),백만 넘었네,2022.02.14 22:17:02
87,ㅇㅇ(39.7),만신  - dc App,2022.04.09 10:23:43
88,ㅇㅇ(219.248),존나재밌다 - dc App,2022.04.09 14:19:43
89,ㅇㅇ(39.7),레전드,2022.04.29 04:47:28
90,ㅇㅇ(211.221),5월이야,2022.05.09 13:59:38
91,ㅇㅇ ,1디시콘 보기,2022.05.14 18:12:45
92,마카롱(211.182),기승전결부터 반전까지 완벽한 만화... 그동안 나의 어린 시절을 함께해줬던 스폰지밥의 완벽한 헌정물....,2022.05.31 18:00:04
93,카타리나클라에스 ,만신,2022.07.08 20:02:06
94,벚꽃맛꽃빵 ,만신,2022.07.10 16:24:00
95,ㅇㅇ(210.117),내가 이 만화를 보고 카연갤에 입갤했지ㅋㅋㅋㅋ,2022.07.28 14:25:36
96,ㅇㅇ(1.251),5년이 지났는데 다시봐도 정말 재밌다,2022.08.17 23:24:02
97,ㅇㅇ(121.168),생각날때마다 와서 본다,2022.10.30 22:10:38
98,ㅇㅇ(58.226),울었다.,2022.11.25 21:07:04
99,ㅇㅇ(106.102),개쩐다...,2023.01.14 19:03:07
