,닉네임,댓글,날짜
2808,사이드스카이프 ,아 근데 중고등학교에서 남자라고 우리를 그렇게 때려된 선생이란 작자들이 훌륭한 사람이란건 인정못하겠다.  그것들은 인성이 덜되먹은 미친 버러지들이였어.  진짜 훌륭한 선생님들은 매를 들지않아도 결국 자연스럽게 존경받았다.   - dc App,2018.06.23 21:47:25
2809,다이스키치노 ,나왔다 '뭐 어쩌라고' 역시 페미새퀴들 말빨딸리니 저딴 말이나 싸재낀다  - dc App,2018.06.23 21:47:28
2810,ㅇㅇ(220.70),"211.36 그 평균임금격차 좁히려거든, 여자도 서비스직말고 생산직 좀 하고, 이과 좀 많이 가고, 야근 특근 많이 해라 알간?",2018.06.23 21:47:33
2811,ㅇㅇ(118.47),연차도 눈치보여 못 쓰는데 생리휴가같은 소리하고 앉았네  - dc App,2018.06.23 21:47:51
2812,ㅇㅇ(211.247),"엥? 페미들 비혼, 비출산 아님? 왜 결혼 얘기를 해? 어차피 상관없잖아",2018.06.23 21:48:22
2813,ㅇㅇ(221.167),페미하는 피싸개는 왜 대가리어없을까 ㅋㅋㅋ ㄹㅇ 어린아이랑 보는것같다,2018.06.23 21:48:36
2814,폴아웃뽀이 ,"내생각엔 한남이 한녀 보빨을 즉시 그만두고 여자라는 이유만으로 특권을 주는 병신같은 짓꺼리를 멈추면 해결될일같은데 결국 한남이 보빨하느라 스스로 갑옷을 껴입은건 사실이잖아? 한녀들이 페미니즘을 내세워 여자로서의 역할과 의무를 거부하고 나섰는데 한남이 혼자서 갑옷이고 뭐고 스스로 의무를 지는 병신짓을 그만두면 해결되는일이다. 즉 여자들에게 아무것도 해주지말고 남자로서의 의무를 거부하며 가정을 만들어 한녀들 먹여살리는 호구짓을 당장 그만두면 해결된다. 실제로 유럽 일본같은 선진국들도 이런 방법으로 해결했어. 결론은 비혼, 비출산, 초식화가 답이다.",2018.06.23 21:48:54
2815,ㅇㅇ(125.183),우리 ㅈ같은 병원간호사들은 잘만쓰던데,2018.06.23 21:49:02
2816,다이스키치노 ,어린아이가 아깝다;  - dc App,2018.06.23 21:49:02
2817,ㅇㅇ(118.47),화재난 건물에 대다수의 여자들은 뛰어들어 봤자 누군가를 구조해서 업고 나올만한 체격이 안되고 그걸 아니까 나서지 않는거지 봉사단체 가보면 여자가 압도적으로 많은데 ㅋㅋㅋㅋ  - dc App,2018.06.23 21:49:03
2818,폴아웃뽀이 ,"우리모두 현 사태에 대한 해결책을 알고있잖아? 그동안 여자라는 이유만으로 꿀빨던 페미니즘 일명 꿀빠니즘을 격퇴하는건 바로 ""펜스룰""이고 나아가 한녀가 인생 날로먹는 방법인 ""취집""을 봉쇄하면 바로 해결된다. 즉 ""펜스룰"" ""비혼"" ""초식화""가 한녀의 극악무도한 ""페미니즘""에 대항할수있는 유일한 방법이다. 실제로 유럽 선진국들과 일본같이 한국사회보다 더 일찍 이 문제를 겪은 나라들은 이러한 방법으로 페미니즘에 대항했어. 즉 한녀에게 ""펜스룰""을 적용하여 한녀를 사람취급하지말고 한번 박아보겠다고 ""보빨""하는 짓거리를 그만두면 해결의 실마리가 생긴다.",2018.06.23 21:49:27
2819,ㅇㅇ(220.70),118.47 넌 뭔소리하냐? 시어머니 병들어도 수발은 왜 나와. 장모도 병들면 수발은 한다냐 요샌 죄다 어디 맡기려고 들더만,2018.06.23 21:49:34
2820,ㅇㅇ(220.70),118.47 체력이 되는 일도 1도 안나서던데. 경복궁 사건 모르냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2018.06.23 21:50:02
2821,ㅇㅇ(112.212),"가부장 시집살이 제사 명절 1999년이후로 없어지는 추세고 할당제 및 사회진출 군대 안가서 결혼 적령기까지 남자보다 돈 더 많이 벌면서. 지금도 결혼비용은 9:1 , 집값 장난 아닌데 결혼할때 대출이 거의 없거나, 있더라도 몇년을 단축할 기회를 ""힐링 욜로""로 다 날려버리는 ""그성별"", 지친 남성들 비혼율 수직상승의 결과 비혼율 50%, 이혼율 40%, 이대로 유지시 2030년대에 1인가구수 40% 돌파 예정. 정치인들 밀어줘서 세금으로 여성정책 쏟아내봐야 대부분이 보증금까지 더해서 고작 혼수 몇푼뿐이라 일본 중년이상 미혼여성의 빈곤문제 마케이누(패배한 개새끼)  예약.",2018.06.23 21:50:21
2822,ㅇㅇ(118.47),저희 어머니가 할머니 대장암 걸려서 돌아가시기까지 4년간 수발 드셨거든요 ㅇㅇ  - dc App,2018.06.23 21:50:24
2823,폴아웃뽀이 ,"페미니즘의 요점은 결국 남자가 ""해줘"" ""내놔"" ""더해줘"" ""더내놔""야, 무슨 근거로? 내가 ""여자""니까 ""피해자""니까 ""가해자""인 ""한남""이 더 해줘, 더 내놓으라는 소리지 ㅋㅋㅋ 그렇다면 그 해결책은? ""안해줘"", ""안줘"", ""좆까"" 이걸 한남들이 실행하면 한녀들의 꿀빠니즘에 대한 앤서를 줄수있다. 그놈의 냄새나는 한녀의 해면체에 함 박아보겠다고 ""보빨""하는짓거리하면서 스스로 갑옷을 쳐입고 퍼주니까 한녀들 버릇을 개씹조진거야. 그렇다면 그동안 하던 호구짓과 반대로 ""안해줘"", ""안줘"", ""좆까""를 실행하면 페미니즘을 무력화시킬수있다. 제발 부탁이니 페미니즘에 대항하고 싶으면, 그 시작은 보빨을 그만두고 아무것도 안해주는게 모든 해결책의 첫걸음이다.",2018.06.23 21:50:33
2824,ㅇㅇ(220.70),118.47 알고보니 남자는 도와줬고 여자는 1도 안움직이셨다면서. 남자도 한일이라곤 구급차 부르고 지켜본게 다인데. 체력 조또 안썼는데 말이지,2018.06.23 21:50:37
2825,다이스키치노 ,페미야 수발을 한다니? 결혼못할꺼면소  - dc App,2018.06.23 21:50:46
2826,ㅇㅇ(118.47),경복궁 사건이라. 제가 보기엔 세상이 각박해진걸 갖다 펜스룰이 이만큼 확대되었다 하는거 강조하려고 억지로 갖다 붙힌 것 같던데요.게시글에 여자가 세탁비 물어내기 싫다고 도와주지 않았다는 내용도 있었고... 글쓴이 본인 입으론 여자라지만 실제 성별은 글쎄..  - dc App,2018.06.23 21:51:24
2827,ㅇㅇ(221.139),페미고 나발이고 결국 극단적인 집단을 만드는 이유는 자기 편만들기랑 외로움해소용으로 집단소속욕심으로 만들어진거같아 혼자보단 집단이 더 발언하는데 유리하니까 그리고 이전 주변환경영향도 크고 광주선생때문에 나는 남혐 여혐보단 권위주의자들이 혐오스럽고 무의식으로 지역감정도 생기게 되었다 - dc App,2018.06.23 21:51:22
2828,ㅇㅇ(211.247),페미의 목적은 그냥 돈이지 뭐. 모든게 돈하고 연관된다. 그냥 기생충임. 편하게 있으면서 돈은 받고 싶어하는,2018.06.23 21:51:33
2829,ㅇㅇ(220.70),118.47 누가 들으면 여자가 잘 도와주는줄? 경복궁 사건때 가만 쳐 사진이나 찍었던 여자들 뭐임? 의사자 성별 대다수가 남자인건 어찌 설명?,2018.06.23 21:51:34
2830,ㅇㅇ(125.183),체격이고 자시고는 변명이지 그럼 구하러들어갔다가 희생된 영웅들은 뭐가됨?? 자기 체력에 대한 자만임??,2018.06.23 21:52:04
2831,ㅇㅇ(220.70),118.47 경복궁 사건이나 설명해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 가장 최근 사건임,2018.06.23 21:52:23
2832,다이스키치노 ,페미특)사회에 불만이 많음페미중에서 예쁜애들 보기힘들다  - dc App,2018.06.23 21:52:23
2833,ㅇㅇ(223.38),이래서 한녀와 헬조센은 믿고걸러야한다  - dc App,2018.06.23 21:52:28
2834,ㅇㅇ(211.36),얘들아 이게 맨박스야 그니까 페미먹자^^* - dc App,2018.06.23 21:53:04
2835,ㅇㅇ(220.70),118.47 그리고 시발 어디 집해주는 남자는 무조건 외모 빻았다고만 몰고가냐. 외모 빻고 안빻고를 떠나서 그 잘난 성차별적 의식 때문에 남자가 집해온거였구만,2018.06.23 21:53:14
2836,ㅇㅇ(220.70),"118.47 경복궁 사건만 봐도, 실제 통계인 의사자 성별 비율만 봐도, 뭔 일 터졌을때 도와주거나 도와줌을 요구받는 성별은 남자임",2018.06.23 21:53:58
2837,ㅇㅇ(211.247),페미중에 예쁜 애 보기 힘든 거. 원래 한국인 중에 예쁘고 잘 생긴 사람이 거의 없어서 그럼,2018.06.23 21:54:05
2838,ㅇㅇ(118.47),화재난 건물에 대다수의 여자들은 뛰어들어 봤자 누군가를 구조해서 업고 나올만한 체격이 안되고 그걸 아니까 나서지 않는거지 (의사자도 화재사고와 같은 맥락임) 봉사단체 가보면 여자가 압도적으로 많은데 ㅋㅋㅋ 이건 어떻게 설명하실래요? 경복궁 사건이요? 구조자가 남자인지 여자인지는 2분의 1 확률인건데 끼워맞추기 오졌다 ~~  - dc App,2018.06.23 21:54:06
2839,ㅇㅇ(39.7),118.47 페이스북 기사에 도움받은 당사자랑 남학생들 댓글달았는데ㅋㅋㅋㅋ그 남학생들이랑 일행이었던 여학생이 그 사진 찍은 '여자' 얼굴 봤다고 까지 했는데. 페미니스트 니들은 뭐만하면 남자잘못이고 남자가 다 주작한거네 그치?,2018.06.23 21:54:08
2840,ㅇㅇ(220.70),118.47 뭔 2분의 1 확률? 이미 사건 끝났어 등신아,2018.06.23 21:54:39
2841,ㅇㅇ(118.47),집해오기 싫으면 아이 여자 성씨 물려주고 제사 없앤 다음 반반하면 됩니다:)  - dc App,2018.06.23 21:54:53
2842,ㅇㅇ(39.7),118.47 그리고 그 펜스룰 지랄한건 네이트판에서 주작한거로 밝혀진지 오래고 도움받은 여자도 도와줬던 남학생한테 감사하다 했는데 그여자는 그러면 흉자인가보다 그치?,2018.06.23 21:55:17
2843,ㅇㅇ(220.70),118.47 기자새끼들이 네이트 판년 말만 믿다가 실제 도와준 남자가 페이스북에 댓글달고 도움받은 여자가 고맙다고 하니 기사내용자체를 싹 다 고치더만? 이미 게임 끝인데 뭔 반반확률 병신아,2018.06.23 21:55:21
2844,ㅇㅇ(220.70),118.47 집해오는거랑 성씨물려주는거+제사 가 동치되는거부터 설명 좀,2018.06.23 21:55:53
2845,ㅇㅇ(118.47),사건 끝난거 누가 모름? 구조자가 남자인건 2분의 1 확률로 구조자가 남자였던건데 그거가지고 갖다붙히는게 어이없다는거지 ㅇㅇ  - dc App,2018.06.23 21:56:02
2846,ㅇㅇ(39.7),니들 생각하는게 그정도 수준이야. 무조건 남자가 잘못했다고 깔고 들어가니깐 말도 안되는 논리 끼워 맞추느라 앞뒤가 안맞잖아. 그냥 니들은 그러고 살아,2018.06.23 21:56:02
2847,ㅇㅇ(221.139),사이드스카프）폭력교사를 만났을때 중학생때 마음씨좋은 선생님이 머릿속에 스쳐가더라 스승의날 편지안썼다고 쳐맞았을때 진짜 얼척없었지 미친새끼.. - dc App,2018.06.23 21:56:05
2848,ㅊㄷ(175.223),쿵쾅이들 단체로 몰려왓네ㅠ,2018.06.23 21:56:24
2849,ㅇㅇ(112.212),"가부장 시집살이 제사 명절 1999년이후로 없어지는 추세고 할당제 및 사회진출 군대 안가서 결혼 적령기까지 남자보다 돈 더 많이 벌면서. 지금도 결혼비용은 9:1 , 집값 장난 아닌데 결혼할때 대출이 거의 없거나, 있더라도 몇년을 단축할 기회를 ""힐링 욜로""로 다 날려버리는 ""그성별"", 지친 남성들 비혼율 수직상승의 결과 비혼율 50%, 이혼율 40%, 이대로 유지시 2030년대에 1인가구수 40% 돌파 예정. 대부분이 보증금까지 더해서 고작 혼수 뿐인 ""그성별"" 과 억대 비용을 준비한 상태로 비혼하는 남성들의 키덜트 + 레포츠 산업 떡상시키고도 안정적인 삶을 영위하는 모습은 현대판 이솝우화 ""개미와 베짱이"" 혹은 일본꺼 수입해서 마케이누(패배한 개새끼) 볼 수 있을듯 ㅋㅋㅋㅋ",2018.06.23 21:56:27
2850,ㅇㅇ(223.62),ㅋㅋㅋㅋㅋ않이 도와주기 싫으면 도와주지 말고 집해오기 싫으면 결혼하지 마ㅋㅋㅋ 누가 목에 칼들이댄거처럼 ㅈㄹ이노 - dc App,2018.06.23 21:56:41
2851,폴아웃뽀이 ,집해오기 싫으면 그냥 결혼을 안하면 되는데 무슨 성씨타령 제사타령이야? 가부장제 박살나고 호주제 없어진지가 언젠데 무슨 20세기 얘기를 이제와서 하고 앉았냐? ㅋㅋㅋ 남자들도 제사하기 싫고 성씨고 지랄이고 한녀들한테 피빨리는 호구짓하기 싫거든. 걍 한녀들 인생 한녀가 알아서 먹고 살고 한남들 인생은 한남이 알아서 먹고 사는걸로 결론짓자고 ㅋㅋㅋ,2018.06.23 21:56:52
2852,ㅇㅇ(220.70),118.47 무신 2분의 1 확률? 통계로도 의사자 대부분이 남자인데다가 경복궁 사건때도 그 잘난 여자들은 쳐 구경질 사진질 했다니까?4,2018.06.23 21:56:55
2853,ㅇㅇ(220.70),118.47 경복궁 사건이야 하나의 사례지만 그래서 통계까지 들었잖니? 의사자 비율?,2018.06.23 21:57:21
2854,헬리온 ,소추소심 한남 재기해라이기야  - dc App,2018.06.23 21:57:26
2855,ㅇㅇ(118.47),기사 내용? 팩트  : 기자 남자에 애초에 네이트판에 글쓴 사람은 본인이 여자라고 주장하는것일뿐 실제 성별은 아무도 모름  - dc App,2018.06.23 21:57:29
2856,ㅇㅇ(118.47),220.70 설명이 뭐가 필요해요 진짜 공평해지는 길인데 그게 ㅇㅇ  - dc App,2018.06.23 21:58:01
2857,ㅇㅇ(220.70),118.47 이미 페이스북에 댓글 단 도움준 남자가 여자시발년들 구경이나 쳐했고 특히나 사진찍은 년 아는데 그년이 올린거 같다고도 했어 알간? 게다가 우리 잘난 기자분들께서는 그 댓글 이후로 기사 싹 다 고침,2018.06.23 21:58:32
2858,ㅇㅇ(125.183),확률이 반반후라이드고 지랄이고 펜스룰때문에 꺼려하면서도 도와준게 의미있다 생각하지는 않어?? 그것도 남자가?? 주위에 여자가 있는데도?? 남자가??,2018.06.23 21:58:28
2859,ㅇㅇ(118.47),봉사단체 가보면 여자가 압도적으로 많은데 이건 어떻게 된건가요??  - dc App,2018.06.23 21:58:30
2860,ㅇㅇ(220.70),118.47 그게 공평해지는 길이라면 왜 그런건지 설명을 하라고 시발아. 그게 똑같은 가치인건지. 집해오는거 = 성씨교체 제사 노노,2018.06.23 21:58:54
2861,ㅇㅇ(112.212),지금 부동산 검색해서 가격봐봐. 이젠 회복 불능이고 아몰랑 빼애액 다 한남탓 외치는 이순간에도 집값이 오르고 있어 ㅋㅋㅋ 나라바짓가랭이 붙잡아봐야 원룸 종이줍기 벗어날 수 있는것처럼 지껄이네. 여성정책 쏟아낸 나라들 결과는 나라가 망하던 패배한 개새끼가 되던 둘중 하나니까 두고 보자고 ㅋㅋㅋㅋ자원이라곤 인력과 기술뿐인 나라에서 자원 자체인 이공계 남자들 빠져나가는 순간 ㅈ되는거야. 뉴질랜드 일본 스페인? ㅋㅋㅋ 여긴 헬조선이라 냄비에 용암넣어 끓이는 수준으로 불타오를테니 어디 두고 보자고 ㅋㅋㅋ,2018.06.23 21:59:13
2862,ㅇㅇ(39.7),223.62 이 댓글에서 집 얘기는 제사랑 시어머니 타령하는 118.47이 먼저 뜬금없이 꺼냈는데 왜 우리한테 지랄?,2018.06.23 21:59:12
2863,ㅇㅇ(220.70),118.47 의사자 비율은 어찌 된건가요?,2018.06.23 21:59:17
2864,ㅇㅇ(211.247),실제 결혼율은 많이 떨어지고 있는 걸로 아는데. 그래서 미는게 여성 1인 가구 지원. 남자한테 못붙으니 이제 나라한테 먹여 살려달라고 함,2018.06.23 21:59:14
2865,ㅇㅇ(118.47),'남자' '여자'를 떠나 의인은 칭찬받아 마땅하죠  - dc App,2018.06.23 22:00:00
2866,ㅇㅇ(220.70),118.47 의사자비율은 통계 갖고와라 하는 순간 바로 가져올수 있는데 그 봉사자 대다수가 여자란건 통계 가져올수 있음?,2018.06.23 22:00:01
2867,ㅇㅇ(1.250),페미특징) 미래가 없음 전문직여성 특징)페미 존나싫어함ㅋㅋㅋ  - dc App,2018.06.23 22:00:09
2868,ㅇㅇ(221.139),내 인생설계 계획도 바쁜데 남녀갈등까지 생각하면 머리아파 - dc App,2018.06.23 22:00:11
2869,ㅇㅇ(220.70),"118.47 설명을 해 설명을. 집해오는거 = 아이 성씨 교체, 제사 노노 이게 될법한 등식인지 설명을 하라고",2018.06.23 22:00:33
2870,폴아웃뽀이 ,"진정한 공평함은 구시대의 잔재인 ""결혼제도""를 박살내고 거부하는게 진정한 공평함으로 나아가는길이다. 그러면 누가 득보고 손해보고 할것도 없어. 걍 각자도생하고 자기 능력대로 먹고사는거지 여자들이 돈많은남자한테 붙어서 인생날로먹고 사모님소리들으며 꿀빠는거 자체를 없에버리자고 ㅋㅋㅋ",2018.06.23 22:00:49
2871,ㅇㅇ(220.70),118.47 설명 없이 니가 동급이라고 치면 동급이라고 넘어가줘야되는 법을 누가 만들었냐? 어떤 신이냐? 어떤 정부냐? 어떤 사회집단이냐?,2018.06.23 22:00:57
2872,ㅇㅇ(221.167),페미는 정신병입니다 대화하려고 하지마세요 ㅋㅋ,2018.06.23 22:01:24
2873,ㅇㅇ(220.70),221.167 이렇게 깨부숴 놔야 더욱 더 정신병인게 드러나지,2018.06.23 22:01:49
2874,후지농 ,흉자임 ㅋㅋ,2018.06.23 22:03:12
2875,ㅇㅇ(211.213),지입으로 여자는 약하다 증명했네ㅋㅋㅋ  - dc App,2018.06.23 22:03:20
2876,ㅇㅇ(211.213),설마 통계찾으러갔노?  - dc App,2018.06.23 22:03:49
2877,ㅇㅇ(118.47),"220.70 일단 여자와 남자가 만나 결혼을 하고 아이를 낳는다 가정했을때 결혼 비용을 반반한다면, 아이는 여자 몸 버려가며 낳으니 여자 성씨 물려주는게 더 공평에 가깝겠죠? 남자가 집을,여자가 혼수를 해오는 전통에서 벗어난다면 마땅히 일년에 두번 그 외 +@라는 전통에서도 벗어나는게 맞죠. 각자 집 가면 됩니다.  - dc App",2018.06.23 22:04:17
2878,ㅇㅇ(220.70),그리고 118.47 니가 남자가 신체적 힘이 더 강하다고 인정했지? 그럼 남자는 그만한 대우를 받을 이유도 있네,2018.06.23 22:04:32
2879,ㅇㅇ(211.247),근데 Girls can do anything 이라면 뭐 그리 요구하는게 많은지 모르겠음. 맨날 뭐 해달라 뭐 해달라. 그냥 본인이 좀 하시지,2018.06.23 22:04:46
2880,ㅇㅇ(220.70),118.47 뭘 여자 몸을 버려가. 남자가 여자가 아이낳으면 혹사시키냐? 애 낳으면 여자는 죽을병 걸림?,2018.06.23 22:05:18
2881,ㅇㅇ(125.183),그리고 도대체 왜 여자가 누군가를 구조할 체격도 체력도 안된다면서 남여경1:9를 외치는거야??,2018.06.23 22:05:18
2882,ㅇㅇ(220.70),118.47 애초에 아이 낳으면 여자 몸 버리니 --> 이거 부터 근거를 가져와,2018.06.23 22:05:37
2883,ㅇㅇ(118.47),여자가 남자보다 신체적으로 약한게 사실이지 그럼 사실이 아닌가요 ??  - dc App,2018.06.23 22:05:36
2884,ㅇㅇ(112.212),"118.47 말이 맞긴 맞아 여성이 봉사 비율도 높고 돈도 더 많이냄, 근데 그 통계 근거가 시간과 돈이 여유있는 중산층 이상이고, 40대 이상이 대부분. 무슨 이야기냐면 잘난가정집에서 돈잘버는 남편이나 풍요한 가정에서 시간과 돈이 같이 남을 가능성이 여성이 당연히 많은것 뿐임. 순전히 과정과 사정을 제외한 결과론만 내뱉음. 비하하는건 아니지만 118.47 이 떠드는 방식의 논리라면 남편이 벌어다준 풍요속에서 남는 시간과 벌어다준 돈으로 좋은일 하는것 뿐임.",2018.06.23 22:06:09
2885,ㅇㅇ(220.70),118.47 논리적으로 상상 나래 펼치면 공산주의도 현실화되고 사회주의국가 천지여야되는데 안그렇지? 논리+현실 이 가미된 주장을 펼쳐라,2018.06.23 22:06:29
2886,ㅇㅇ(118.47),애 낳으면 엄마 몸에 영양분 쪽쪽 빨리는거 팩트인데? 산후 합병증에 죽을 수도 있고   - dc App,2018.06.23 22:06:35
2887,ㅇㅇ(220.70),112.212 애초에 봉사비율 높은건 대화 주제가 아님,2018.06.23 22:07:08
2888,ㅇㅇ(211.213),뭘 어렵게 제안하냐 공동육아로 하자 힌면 될것을ㅋㅋ 그리고 요즘 제사안하는집 꽤 있는데  - dc App,2018.06.23 22:07:24
2889,폴아웃뽀이 ,"진정한 공평함은 구시대의 잔재인 ""결혼제도""를 박살내고 거부하는게 진정한 공평함으로 나아가는길이다. 그러면 누가 득보고 손해보고 할것도 없어. 걍 각자도생하고 자기 능력대로 먹고사는거지 여자들이 돈많은남자한테 붙어서 인생날로먹고 사모님소리들으며 꿀빠는거 자체를 없에버리자고 ㅋㅋㅋ 페미 지랄에 종지부를 찍는건 바로 비혼이고 펜스룰이며 초식화가 답이라니까. 한녀들과 엮이면 엮일수록 한녀들은 페미니즘을 주장하며 여자로서의 모든 의무와 역할을 거부하려들기때문에 한남들도 자신의 의무와 부담을 전부 내던지고 판자체를 뒤집어야한다. 결국 비혼을 정착시켜 한녀들이 인생 날로먹는 방법인 ""취집""자체를 봉쇄하면 된다.",2018.06.23 22:07:45
2890,ㅇㅇ(220.70),"118.47 아니 그니까 그 산후합병증이란건 발생률이 얼마고, 얼마나 빈도가 많아서 """"여자 몸을 버려간다"""" 라는 일반론을 쓰셨냐고",2018.06.23 22:07:52
2891,ㅇㅇ(125.183),ㅇㅇ 맞아 여자가 신체적으로 약한건 팩트지 근데 어느분야를 가던(여기선 육체노동쪽) 임금격차난다 남녀채용 비율이 불합리하다 하니까...이건 좀 아니자너..,2018.06.23 22:08:37
2892,ㅇㅇ(220.70),"118.47 여자는 아이 낳으면 몸을 버리니 뭐뭐 다 해줘라 --> 이건 일반론이지 안그래? 그니까 그 망할 산후합병증으로 죽는 비율은 얼마고, 무슨 몸버리는 증상들이 일반적인지를 대라고",2018.06.23 22:08:51
2893,ㅇㅇ(118.47),112.212 진짜 역겹다 ㅜㅜ 너무너무 역겹다 ㅋㅋㅋ 여자가 '감히' 자기 능력으로 돈 벌 능력이 있다는 사실은 믿기지가 않지? 헬렌의 집이니 봉사하시는 수녀님들하며 사회복지사도 여자가 훨씬 많은데  - dc App,2018.06.23 22:09:04
2894,ㅇㅇ(220.70),118.47 어딜 시발 일반화하며 개소릴 지걸여,2018.06.23 22:09:10
2895,ㅇㅇ(211.213),뭐 산후에 병걸리는사람도 있지 근데 다 그런건 아니잖아?  - dc App,2018.06.23 22:09:31
2896,ㅇㅇ(220.70),118.47 아니 시발 이놈은 근데 많다 많다만 거리고 자료는 왜 안가져와?,2018.06.23 22:09:31
2897,ㅇㅇ(220.70),118.47 야 당장 안대? 일반화 할 정도로 산후합병증이니 뭐니가 얼마나 큰 확률로 일어나는지 대라고,2018.06.23 22:10:03
2898,ㅇㅇ(211.247),힘이 약해서 쉽고 편한 일 하고 싶지만 돈은 똑같이 받고 싶다. 이게 페미니즘ㅋㅋㅋㅋ,2018.06.23 22:10:25
2899,ㅇㅇ(220.70),118.47 영양분 쪽쪽 빨아간다고? 그래서 그 임산부에게 남편이 사다 바치냐 안사다 바치냐?,2018.06.23 22:10:35
2900,ㅇㅇ(223.62),암만봐도 얘들은 부조리에 맞서 싸우려는거 보다는 스스로 부조리를 불러일으킬려고 하는것 같다. 이미 자신들이 뭘 하려고 모인건지 조차 잊은것 같아  - dc App,2018.06.23 20:37:56
2901,폴아웃뽀이 ,"페미니즘의 요점은 결국 남자가 ""해줘"" ""내놔"" ""더해줘"" ""더내놔""야, 무슨 근거로? 내가 ""여자""니까 ""피해자""니까 ""가해자""인 ""한남""이 더 해줘, 더 내놓으라는 소리지 ㅋㅋㅋ 그렇다면 그 해결책은? ""안해줘"", ""안줘"", ""좆까"" 이걸 한남들이 실행하면 한녀들의 꿀빠니즘에 대한 앤서를 줄수있다. 그놈의 냄새나는 한녀의 해면체에 함 박아보겠다고 ""보빨""하는짓거리하면서 스스로 갑옷을 쳐입고 퍼주니까 한녀들 버릇을 개씹조진거야. 그렇다면 그동안 하던 호구짓과 반대로 ""안해줘"", ""안줘"", ""좆까""를 실행하면 페미니즘을 무력화시킬수있다. 제발 부탁이니 페미니즘에 대항하고 싶으면, 그 시작은 보빨을 그만두고 아무것도 안해주는게 모든 해결책의 첫걸음이다.",2018.06.23 20:38:53
2902,ㅇㅇ(223.62),이런 상황볼때마다 이나라는 아직 한참 멀었구나.. 하는 생각이들어   - dc App,2018.06.23 20:39:43
2903,ㅇㅇ(39.7),진짜 한남들 여태까지 댓글로 근거없는 여성비하 혐오발언해놓고 미러링 좀 했다고 삐져서 제대로된 비판도 못하고 정신승리하넼ㅋㅋㅋㅋㅋㅋㅋ,2018.06.23 20:40:30
2904,ㅇㅇ(123.108),ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 씨발 뭘 이나라가 멀었어? ? 멍청한년들만 입닥치면 애당초 싸울 만화도 아닌데 지들이 피해의식에 찌들어서는 왜 여자탓을 하냐면서 개소리하는 년들인데,2018.06.23 20:40:36
2905,ㅇㅇ(220.70),39.7 댓글로 한녀들은 남성비하 안하셨나?,2018.06.23 20:41:22
2906,비누와등짝 ,근거없댄다 ㅋㅋㅋㅋ 안읽어본거 티나죠. 읽은 집중력도 없죠. 살때문에 눈도 안보이죠,2018.06.23 20:41:44
2907,ㅇㅇ(220.70),미수다 방송에서 키작은 남자 루저 라고 말할정도로 여자들은 남자 품평 안했나?,2018.06.23 20:42:02
2908,ㅇㅇ(223.62),한남이라든지 메갈이라던지 누가더 잘못했다고  비난 하는거보면 나선형 계단을 내려가는 느낌이 들어. 똑같은 곳을 돌면서 결국엔 나락으로 떨어지는 그런 계단  - dc App,2018.06.23 20:42:20
2909,ㅇㅇ(220.70),왜 여자들은 자기들이 무오류라고 전제를 깔지? 느그년들이 한 품평 성희롱 악플 역시 고리적부터 있어왔던거야 알간?,2018.06.23 20:42:40
2910,폴아웃뽀이 ,"페미니즘의 요점은 결국 남자가 ""해줘"" ""내놔"" ""더해줘"" ""더내놔""야, 무슨 근거로? 내가 ""여자""니까 ""피해자""니까 ""가해자""인 ""한남""이 더 해줘, 더 내놓으라는 소리지 ㅋㅋㅋ 그렇다면 그 해결책은? ""안해줘"", ""안줘"", ""좆까"" 이걸 한남들이 실행하면 한녀들의 꿀빠니즘에 대한 앤서를 줄수있다. 그놈의 냄새나는 한녀의 해면체에 함 박아보겠다고 ""보빨""하는짓거리하면서 스스로 갑옷을 쳐입고 퍼주니까 한녀들 버릇을 개씹조진거야. 그렇다면 그동안 하던 호구짓과 반대로 ""안해줘"", ""안줘"", ""좆까""를 실행하면 페미니즘을 무력화시킬수있다. 제발 부탁이니 페미니즘에 대항하고 싶으면, 그 시작은 보빨을 그만두고 아무것도 안해주는게 모든 해결책의 첫걸음이다.",2018.06.23 20:43:08
2911,구르구르미 ,이야 여기 댓글 풍년이메 - dc App,2018.06.23 20:44:00
2912,비누와등짝 ,근거 하나만 들고래 ㅋㅋㅋㅋㅋㅋ 많은 사례중에 하나 들고온거지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ 아 ㅋㅋㅋㅋㅋㅋㅋ 그럼 닌 많은 일이 있으면 그 모든 일을 다 제시해야 한다고 생각하는 부류임? ㅌㅌㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋ 엌 ㅋㅋㅋㅋ,2018.06.23 20:44:15
2913,ㅇㅇ(39.7),슈주랑 사진같이찍었다고 온갖 루머씌운분들이 누구였더라?  - dc App,2018.06.23 20:44:21
2914,ㅇㅇ(223.62),그만둘 생각이 없는걸로 보인다  - dc App,2018.06.23 20:45:05
2915,비누와등짝 ,의무는 없이 보상만 얻고싶은 페미친년들 많네,2018.06.23 20:45:35
2916,아진짜뭐지이건 ,18,2018.06.23 20:46:30
